CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Unnamed: 19
715241583,34.0,M,3,High School,,$120K +,Blue,25.0,3.0,2,4,23959.0,2517,0.926,1870,45,0.667,0.105,
710475408,33.0,M,3,High School,,$60K - $80K,Blue,25.0,5.0,2,2,14918.0,2028,1.342,2171,35,1.059,0.136,
708971583,38.0,F,2,Uneducated,Single,Less than $40K,Blue,29.0,3.0,3,2,3590.0,1924,0.573,1472,37,0.762,0.536,
714547458,65.0,M,0,Graduate,Married,$40K - $60K,Blue,56.0,3.0,3,2,2297.0,0,0.511,1941,51,0.417,0.0,
827631483,57.0,M,1,High School,Married,$80K - $120K,Blue,53.0,3.0,2,4,25058.0,1710,0.613,2053,55,0.528,0.068,
711159108,58.0,F,0,High School,Married,Less than $40K,,36.0,3.0,2,2,7418.0,396,0.826,911,26,1.0,0.053,
789262683,60.0,M,1,Unknown,,$40K - $60K,Blue,49.0,4.0,3,2,3012.0,0,0.538,1315,23,0.278,0.0,
712940508,39.0,M,3,Unknown,Single,$40K - $60K,Blue,24.0,3.0,1,4,4562.0,1721,0.896,1896,50,1.5,0.377,
789733008,39.0,F,2,High School,,Unknown,Blue,27.0,6.0,2,2,10723.0,1529,1.426,2938,63,0.703,0.143,
714703158,39.0,F,2,High School,,Less than $40K,,36.0,6.0,2,3,1578.0,760,0.709,2017,43,0.955,0.482,
710255208,60.0,M,0,Uneducated,Married,Less than $40K,,49.0,4.0,2,4,2094.0,1560,0.537,1969,41,0.367,0.745,
779236083,37.0,F,3,High School,Married,Less than $40K,Blue,19.0,5.0,1,3,4138.0,0,1.168,2420,50,0.613,0.0,
713438358,41.0,F,4,Graduate,Married,Unknown,Blue,30.0,3.0,1,2,5417.0,1904,0.496,1768,56,0.556,0.351,
715973583,56.0,M,3,Uneducated,Married,$120K +,Blue,36.0,6.0,3,3,34516.0,1047,0.61,1378,30,0.429,0.03,
794113758,60.0,,0,High School,,$60K - $80K,,54.0,6.0,1,2,9592.0,1968,0.61,1821,55,0.447,0.205,
709452633,56.0,F,4,High School,,Less than $40K,Blue,36.0,3.0,1,3,8881.0,2145,0.705,2027,49,0.815,0.242,
788210583,62.0,M,0,College,Married,$40K - $60K,Blue,54.0,3.0,3,4,1438.3,0,0.795,1843,49,0.581,0.0,
717784983,41.0,F,2,Uneducated,,Less than $40K,Blue,33.0,3.0,3,3,3893.0,1157,1.169,1536,39,0.773,0.297,
786557358,44.0,F,1,Unknown,Married,Less than $40K,Blue,38.0,5.0,2,4,3242.0,799,0.459,1424,37,0.028,0.246,
768460908,59.0,M,1,Graduate,Single,$40K - $60K,Blue,53.0,3.0,3,3,6035.0,1392,0.361,1551,32,0.6,0.231,
718899708,55.0,F,1,College,,Unknown,Blue,36.0,6.0,3,2,17642.0,1846,0.72,2148,54,0.862,0.105,
714697533,26.0,M,1,High School,Single,$60K - $80K,Blue,15.0,6.0,3,3,4327.0,0,0.624,2344,48,0.297,0.0,
713206683,40.0,M,4,Graduate,Single,$80K - $120K,Silver,22.0,3.0,1,3,34516.0,0,0.64,1028,26,0.3,0.0,
708679383,44.0,F,2,Unknown,Unknown,Less than $40K,,32.0,5.0,1,3,4852.0,1777,0.667,1775,55,1.037,0.366,
713067033,37.0,M,2,Uneducated,Single,Unknown,Blue,28.0,5.0,3,3,7147.0,1424,0.821,2539,50,1.273,0.199,
789314133,37.0,M,1,High School,Married,$60K - $80K,Blue,27.0,6.0,3,3,10320.0,1799,0.75,1754,45,0.5,0.174,
713956308,65.0,F,0,Graduate,,Less than $40K,Blue,49.0,4.0,2,2,3297.0,2297,0.744,1894,56,0.556,0.697,
711595833,46.0,,3,College,Married,$60K - $80K,,36.0,5.0,2,2,9981.0,807,0.655,1456,30,0.667,0.081,
779521533,53.0,M,2,High School,Married,$120K +,Blue,36.0,5.0,3,3,3329.0,1092,1.466,1978,33,0.833,0.328,
715225458,56.0,F,1,Uneducated,Married,Less than $40K,Blue,36.0,6.0,3,4,5991.0,1993,0.673,1867,53,0.767,0.333,
716487408,48.0,M,3,Graduate,Married,$40K - $60K,Blue,30.0,3.0,1,3,3235.0,2517,1.091,1637,43,0.87,0.778,
719338383,34.0,M,2,High School,Married,$120K +,Blue,21.0,3.0,3,3,6259.0,1063,0.668,1836,50,0.515,0.17,
710523333,65.0,M,0,Graduate,,Less than $40K,,56.0,6.0,3,2,2541.0,1616,0.417,1416,27,0.588,0.636,
787489083,55.0,M,4,Post-Graduate,,$80K - $120K,Blue,43.0,6.0,2,4,21351.0,2517,0.818,1887,32,0.882,0.118,
720747633,32.0,M,1,Unknown,Married,$40K - $60K,Blue,36.0,3.0,2,4,8998.0,1471,0.844,1931,48,0.371,0.163,
779480658,58.0,F,4,Graduate,Married,Unknown,Blue,42.0,3.0,3,4,10247.0,1600,0.63,1754,44,0.692,0.156,
711498258,54.0,M,3,High School,Married,$120K +,Blue,42.0,6.0,3,2,20311.0,1655,0.431,1266,34,0.308,0.081,
709316433,52.0,,2,High School,Single,$60K - $80K,Silver,33.0,6.0,1,4,33182.0,1997,0.755,1630,43,0.87,0.06,
778734108,36.0,M,3,Uneducated,,$60K - $80K,Blue,16.0,4.0,5,4,1686.0,1252,0.575,1758,42,1.1,0.743,
778388358,56.0,M,3,Graduate,,$60K - $80K,Blue,36.0,2.0,2,3,4742.0,855,0.635,870,24,0.5,0.18,
716773533,33.0,M,3,Graduate,Married,$60K - $80K,,36.0,5.0,1,3,1726.0,1215,1.175,1712,48,0.548,0.704,
822130683,61.0,M,0,Graduate,Married,$80K - $120K,Blue,56.0,4.0,2,4,8420.0,1389,0.522,1114,34,0.545,0.165,
717268458,61.0,M,0,Graduate,Married,$60K - $80K,Blue,49.0,4.0,3,4,3352.0,1713,0.657,1952,50,0.667,0.511,
827888433,43.0,M,4,Uneducated,Single,$40K - $60K,Blue,39.0,5.0,2,2,6648.0,2242,0.79,2089,60,0.579,0.337,
716522583,48.0,F,3,College,,Less than $40K,Blue,36.0,4.0,3,3,2335.0,1845,0.537,1362,33,0.269,0.79,
789415983,36.0,M,3,Graduate,Married,$60K - $80K,Blue,27.0,4.0,3,2,12397.0,1001,0.756,1888,42,0.448,0.081,
719819958,34.0,M,2,Uneducated,Married,$40K - $60K,Blue,26.0,5.0,1,4,1438.3,708,1.212,2243,43,0.483,0.492,
769579608,53.0,F,1,Graduate,,Less than $40K,Blue,46.0,3.0,6,4,2240.0,1601,0.833,3795,70,0.75,0.715,
772353408,43.0,F,5,Unknown,Single,$40K - $60K,Blue,33.0,4.0,3,4,5330.0,1161,0.558,1441,43,0.387,0.218,
716615583,61.0,F,1,High School,Married,Less than $40K,Blue,51.0,3.0,3,3,1795.0,794,0.953,1834,59,1.107,0.442,
781131483,55.0,M,2,High School,Married,$80K - $120K,Blue,47.0,3.0,1,4,5741.0,1894,1.111,2170,51,0.962,0.33,
719101908,51.0,F,1,Graduate,Married,Unknown,Blue,39.0,4.0,3,3,2002.0,1248,0.502,1585,40,0.905,0.623,
720521808,38.0,M,1,Graduate,,$80K - $120K,Blue,19.0,6.0,3,2,25662.0,1515,0.556,1484,36,0.636,0.059,
718136283,52.0,M,2,Uneducated,,$80K - $120K,Blue,36.0,3.0,1,4,22103.0,1515,0.506,1541,29,0.318,0.069,
778855383,36.0,F,5,High School,,Less than $40K,,17.0,3.0,1,3,1438.3,0,1.028,1975,40,0.6,0.0,
779722308,45.0,F,3,High School,,$40K - $60K,Blue,30.0,5.0,2,2,12355.0,0,0.912,1044,28,0.273,0.0,
818926833,34.0,F,3,College,Married,$40K - $60K,Blue,29.0,4.0,1,2,2000.0,0,0.782,1944,42,0.75,0.0,
721217283,27.0,M,0,Graduate,Single,$120K +,Blue,17.0,6.0,2,2,8713.0,1354,0.558,2094,36,0.333,0.155,
717167283,49.0,F,5,Unknown,Divorced,Less than $40K,,36.0,4.0,1,4,9165.0,0,0.597,1846,56,0.647,0.0,
713371233,43.0,F,1,Graduate,Married,Less than $40K,Silver,31.0,5.0,1,2,11583.0,631,0.714,3320,55,0.774,0.054,
778426608,52.0,M,4,Graduate,Married,$80K - $120K,Blue,32.0,4.0,3,3,1438.3,702,0.805,1805,53,0.606,0.488,
713823033,31.0,F,2,Unknown,,Unknown,Blue,20.0,3.0,1,2,8149.0,0,0.331,808,30,0.111,0.0,
787515333,40.0,M,3,Uneducated,Married,$80K - $120K,Blue,29.0,3.0,2,3,3616.0,1151,0.687,820,21,0.75,0.318,
710944608,39.0,M,3,Graduate,Unknown,$80K - $120K,Blue,31.0,6.0,2,4,8434.0,2222,0.691,1414,27,0.929,0.263,
718444233,45.0,M,3,Graduate,Married,$60K - $80K,Blue,25.0,3.0,3,2,9791.0,1311,0.704,1649,59,0.513,0.134,
771099183,37.0,F,2,Graduate,Single,Less than $40K,,24.0,5.0,2,3,8444.0,1945,0.703,2497,74,0.609,0.23,
770241333,49.0,F,4,Graduate,Divorced,Less than $40K,Blue,43.0,3.0,1,4,2228.0,1003,1.119,2104,44,0.467,0.45,
710819733,56.0,M,3,Graduate,Married,$120K +,,36.0,5.0,1,1,12211.0,0,0.642,903,29,0.526,0.0,
772155108,62.0,F,0,High School,Married,Less than $40K,Blue,51.0,6.0,3,4,1438.3,0,0.702,1445,38,0.31,0.0,
798796233,37.0,F,3,High School,Married,$40K - $60K,Blue,31.0,5.0,3,3,1586.0,1038,0.973,1724,24,0.714,0.654,
815472108,42.0,M,3,High School,,$40K - $60K,Blue,37.0,3.0,3,3,2247.0,1045,0.952,1300,31,0.55,0.465,
769145733,36.0,M,3,Graduate,,$60K - $80K,Blue,30.0,3.0,4,3,2789.0,1584,0.996,2688,60,0.714,0.568,
783364233,59.0,M,0,Graduate,Married,$40K - $60K,,53.0,3.0,2,3,4241.0,0,0.607,1798,45,0.731,0.0,
772236108,40.0,F,1,Graduate,,Unknown,Blue,29.0,5.0,1,3,8398.0,1892,0.861,1489,29,0.526,0.225,
715640358,43.0,M,3,High School,Single,$40K - $60K,Blue,36.0,6.0,3,3,4112.0,768,0.413,1334,40,0.429,0.187,
713529858,29.0,M,2,Graduate,Divorced,$40K - $60K,,22.0,6.0,2,3,15578.0,1383,0.794,2492,71,0.614,0.089,
715684308,42.0,F,4,Graduate,,$40K - $60K,Blue,36.0,6.0,2,2,4008.0,1636,0.637,1395,43,0.955,0.408,
709451508,63.0,F,1,High School,Married,Unknown,Blue,50.0,6.0,1,3,12766.0,0,0.668,1191,28,0.647,0.0,
709204158,36.0,F,2,Post-Graduate,Single,Less than $40K,Blue,24.0,5.0,2,4,3438.0,1129,0.605,2331,56,0.436,0.328,
713182458,53.0,M,4,High School,Married,$80K - $120K,Blue,43.0,3.0,1,2,16692.0,2446,0.853,1288,29,0.45,0.147,
710624658,36.0,F,2,Uneducated,,Less than $40K,Blue,36.0,4.0,2,2,4066.0,1639,1.749,3040,56,0.931,0.403,
716355783,36.0,M,3,Unknown,Married,$60K - $80K,Blue,30.0,5.0,2,3,13080.0,0,0.685,1999,44,0.571,0.0,
716793108,26.0,M,0,College,,Less than $40K,Blue,36.0,4.0,1,2,1934.0,1070,0.448,2334,61,0.452,0.553,
716162583,45.0,F,0,Unknown,Single,Less than $40K,,36.0,6.0,2,3,3230.0,2517,0.615,1931,57,0.425,0.779,
714051033,55.0,F,0,Graduate,Married,Less than $40K,Blue,36.0,6.0,2,4,3615.0,1699,0.576,1967,40,0.538,0.47,
715007583,61.0,F,0,Unknown,,Unknown,,36.0,4.0,2,2,1801.0,0,1.234,3193,62,1.48,0.0,
719139558,26.0,M,0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,3,4,2665.0,1567,0.586,2514,64,0.455,0.588,
794632308,40.0,M,4,Graduate,Married,$60K - $80K,Silver,25.0,5.0,3,2,28822.0,2517,0.492,1504,35,0.296,0.087,
770662383,38.0,M,2,Graduate,Single,$40K - $60K,Blue,24.0,6.0,3,2,14632.0,1158,0.501,1399,36,0.5,0.079,
714787383,32.0,F,0,College,Married,Unknown,Blue,36.0,5.0,3,3,6715.0,1314,0.987,1731,41,0.519,0.196,
714700158,53.0,M,2,Unknown,,$60K - $80K,Blue,46.0,3.0,2,3,6658.0,1761,0.489,1309,40,0.6,0.264,
710581758,52.0,F,2,Graduate,Single,$40K - $60K,Blue,44.0,6.0,2,3,3360.0,1219,0.412,1309,30,1.0,0.363,
720497958,29.0,,1,Graduate,,$80K - $120K,Blue,14.0,5.0,3,2,14853.0,0,1.025,1800,41,0.519,0.0,
720920058,38.0,M,2,Graduate,Married,$60K - $80K,,25.0,3.0,3,4,4800.0,1212,1.254,2935,62,0.879,0.252,
710872233,27.0,M,0,Unknown,Single,$40K - $60K,Blue,17.0,5.0,1,2,4610.0,0,0.794,2280,49,0.4,0.0,
709855608,46.0,F,4,High School,Married,Less than $40K,Blue,36.0,3.0,3,4,1438.3,981,0.663,1114,33,0.65,0.682,
815484783,57.0,M,0,Uneducated,Single,$60K - $80K,Blue,42.0,6.0,4,3,8377.0,1211,0.813,1797,44,1.2,0.145,
771602883,42.0,M,3,High School,,$80K - $120K,Blue,30.0,4.0,5,4,4147.0,1719,0.875,1776,44,0.571,0.415,
755953308,62.0,F,0,Post-Graduate,Married,$40K - $60K,Blue,55.0,6.0,1,4,2644.0,2207,0.866,1194,30,0.765,0.835,
758408883,37.0,F,1,Graduate,,$40K - $60K,Blue,30.0,5.0,3,4,13355.0,1631,1.113,1921,37,0.85,0.122,
717940008,57.0,F,2,Unknown,Divorced,$40K - $60K,Blue,36.0,5.0,2,2,3251.0,1887,1.007,3228,67,0.763,0.58,
720917808,35.0,M,2,High School,Single,$40K - $60K,Blue,36.0,5.0,3,4,2100.0,950,0.764,2623,74,1.114,0.452,
812801958,55.0,F,1,Unknown,Married,Less than $40K,Blue,50.0,5.0,3,4,3566.0,1401,0.903,2425,54,0.8,0.393,
714997683,56.0,F,4,Graduate,Married,Unknown,Blue,49.0,5.0,1,3,14915.0,1111,0.846,1388,35,0.667,0.074,
709379283,39.0,M,2,Graduate,Married,$60K - $80K,Blue,27.0,3.0,1,4,13003.0,0,0.877,1697,40,1.105,0.0,
711840408,64.0,,0,College,Married,Less than $40K,Blue,55.0,5.0,3,4,2492.0,1424,0.485,1375,30,0.364,0.571,
785328408,37.0,F,4,Graduate,Married,Less than $40K,Blue,31.0,5.0,2,3,1758.0,1180,0.744,2013,41,0.367,0.671,
719873808,34.0,M,1,College,Married,$60K - $80K,Blue,23.0,3.0,2,2,5510.0,1604,0.551,1995,53,0.262,0.291,
715528983,46.0,M,5,Uneducated,Divorced,$60K - $80K,Blue,36.0,3.0,1,2,17196.0,1646,0.542,1466,41,1.278,0.096,
720254883,65.0,F,0,High School,Married,$40K - $60K,Blue,46.0,6.0,1,3,5877.0,1697,1.058,2494,58,0.706,0.289,
811980858,36.0,M,0,Graduate,,$60K - $80K,,31.0,,1,2,7667.0,0,0.632,1501,35,0.667,0.0,
711330408,35.0,F,2,College,,$40K - $60K,Blue,24.0,4.0,1,3,2939.0,1865,0.932,2077,47,0.679,0.635,
718465458,49.0,M,1,Unknown,Single,$80K - $120K,Blue,31.0,6.0,1,4,5898.0,1348,0.64,1002,21,1.333,0.229,
710616183,46.0,F,3,Uneducated,Single,Unknown,Blue,33.0,5.0,3,4,19995.0,0,0.65,1879,34,0.7,0.0,
714580158,26.0,M,0,Post-Graduate,,$40K - $60K,Blue,36.0,6.0,1,4,2773.0,2080,0.695,3567,73,0.622,0.75,
710798883,52.0,M,3,Graduate,Single,$60K - $80K,Blue,44.0,4.0,2,4,3323.0,2310,0.749,1599,47,0.808,0.695,
720511608,38.0,F,0,Graduate,Married,Unknown,,28.0,5.0,3,3,16049.0,799,0.777,1989,33,0.571,0.05,
708913233,37.0,M,1,High School,Married,$40K - $60K,Blue,28.0,3.0,4,2,3601.0,1236,0.726,1802,34,0.478,0.343,
788038383,33.0,F,3,Graduate,,Less than $40K,Blue,25.0,3.0,2,2,2307.0,1385,1.515,2440,48,0.846,0.6,
719905908,59.0,M,1,Uneducated,Married,$60K - $80K,Blue,36.0,4.0,3,3,3742.0,1175,0.514,1505,31,0.824,0.314,
807044958,34.0,M,3,High School,Married,$40K - $60K,Blue,29.0,6.0,3,3,2937.0,869,1.493,2171,45,0.875,0.296,
719514783,39.0,F,3,Post-Graduate,Unknown,Unknown,Blue,26.0,6.0,1,4,3209.0,2517,0.431,1292,37,0.762,0.784,
787643658,59.0,M,0,Graduate,Married,$60K - $80K,Blue,53.0,6.0,1,4,12554.0,2169,0.529,1422,30,0.579,0.173,
779138883,50.0,M,1,Graduate,Married,$60K - $80K,Blue,34.0,6.0,3,4,4702.0,0,0.578,1673,44,0.257,0.0,
708173433,26.0,F,1,Unknown,Single,$40K - $60K,Blue,,4.0,2,4,5645.0,2324,0.655,2482,57,0.727,0.412,
778401033,32.0,M,0,High School,Married,$60K - $80K,Blue,13.0,3.0,3,4,14308.0,1889,1.053,1659,39,1.167,0.132,
818375733,51.0,F,2,College,,$40K - $60K,Blue,46.0,3.0,1,3,4882.0,695,0.508,1544,44,0.517,0.142,
711048783,41.0,M,4,Doctorate,Married,$80K - $120K,Blue,29.0,3.0,3,3,33405.0,0,0.535,1345,34,0.619,0.0,
721415658,39.0,F,1,Graduate,Married,$40K - $60K,,27.0,3.0,1,2,2700.0,2220,1.595,2901,59,1.36,0.822,
717961458,49.0,F,2,Uneducated,Single,Less than $40K,Blue,37.0,5.0,1,4,2934.0,2381,0.762,3396,64,0.778,0.812,
718563483,30.0,M,2,Unknown,Divorced,$120K +,Blue,14.0,3.0,2,3,1548.0,0,0.828,2611,64,0.455,0.0,
717128283,40.0,F,3,High School,Unknown,Less than $40K,,36.0,5.0,2,2,5525.0,2409,0.929,2305,33,0.941,0.436,
718068933,36.0,F,3,Uneducated,Single,Less than $40K,Blue,36.0,5.0,2,4,5750.0,1521,0.837,2155,61,0.605,0.265,
718623783,56.0,M,2,College,Married,$120K +,Blue,36.0,6.0,3,2,27157.0,1547,0.487,1535,38,0.267,0.057,
716565258,37.0,M,3,Doctorate,Single,$80K - $120K,,36.0,5.0,2,4,12830.0,0,0.774,2526,54,0.588,0.0,
712505658,51.0,F,4,Unknown,,Less than $40K,Blue,41.0,3.0,1,3,5530.0,1999,1.018,1766,45,0.667,0.361,
792565908,36.0,F,2,Uneducated,Single,Less than $40K,Blue,30.0,6.0,2,3,2684.0,1474,1.042,2346,51,1.04,0.549,
709267308,62.0,M,1,Graduate,,$80K - $120K,Blue,49.0,3.0,1,2,2437.0,1400,0.779,1651,32,1.0,0.574,
710035008,31.0,F,0,Uneducated,Single,Less than $40K,Blue,24.0,3.0,2,4,3827.0,1397,0.88,2491,64,1.0,0.365,
790082508,42.0,M,4,High School,Single,$120K +,Blue,35.0,5.0,2,2,34516.0,1658,1.095,2935,65,0.711,0.048,
716866308,38.0,M,2,High School,Married,$60K - $80K,Blue,33.0,6.0,3,4,5940.0,1101,0.942,1872,34,1.125,0.185,
709707033,45.0,M,3,Graduate,Single,$60K - $80K,Blue,32.0,2.0,3,2,13162.0,0,0.512,1424,38,0.583,0.0,
718346658,50.0,F,2,Graduate,Married,Less than $40K,Blue,37.0,3.0,2,4,1963.0,1357,0.689,1861,51,0.7,0.691,
824157858,58.0,M,3,Graduate,Married,$80K - $120K,Blue,54.0,4.0,3,3,18713.0,1022,0.682,1524,42,0.615,0.055,
709735008,35.0,M,2,High School,Married,$80K - $120K,Blue,22.0,3.0,1,4,3023.0,1435,0.62,1920,34,0.619,0.475,
814593858,58.0,M,3,High School,Single,$120K +,Blue,53.0,4.0,1,2,6103.0,1798,0.705,1468,34,0.619,0.295,
718416858,42.0,M,5,Graduate,Married,$60K - $80K,Blue,34.0,3.0,3,3,10607.0,2517,1.197,1903,40,0.538,0.237,
710307933,32.0,F,0,College,,Less than $40K,Blue,24.0,3.0,3,4,2917.0,2517,0.833,2471,60,0.875,0.863,
715870758,35.0,M,4,Graduate,,$120K +,Blue,30.0,4.0,3,4,34516.0,1018,1.129,2350,55,0.774,0.029,
713819283,51.0,M,1,Uneducated,Married,$80K - $120K,,42.0,6.0,2,2,25197.0,2517,0.721,3002,58,0.812,0.1,
710424408,63.0,M,2,Graduate,Married,Less than $40K,Blue,36.0,5.0,2,4,2743.0,1815,0.567,1210,25,1.273,0.662,
709493283,42.0,M,2,Unknown,Single,$120K +,Blue,32.0,5.0,2,4,4111.0,1233,0.478,1289,36,0.5,0.3,
712489158,36.0,F,0,Uneducated,,Unknown,,18.0,5.0,3,2,3667.0,948,0.641,2781,59,0.844,0.259,
719013108,42.0,M,3,Graduate,Divorced,$40K - $60K,Blue,33.0,4.0,2,4,3178.0,1800,0.89,4605,86,0.623,0.566,
721178583,37.0,F,3,Graduate,Unknown,Unknown,Blue,22.0,2.0,3,2,5674.0,0,0.906,1096,29,0.526,0.0,
717769008,38.0,M,2,Graduate,,$80K - $120K,Blue,36.0,5.0,3,4,11444.0,1278,1.31,2493,44,0.913,0.112,
709986633,29.0,M,1,High School,Married,$40K - $60K,Blue,36.0,3.0,1,3,1438.3,0,0.742,2144,41,0.577,0.0,
721062408,54.0,M,2,Uneducated,Divorced,$40K - $60K,Blue,34.0,4.0,3,4,6387.0,1597,0.689,1294,26,0.529,0.25,
771349458,33.0,M,2,Graduate,Married,$40K - $60K,,20.0,4.0,3,3,5657.0,1792,0.904,1914,46,0.769,0.317,
780557658,63.0,F,0,Uneducated,Married,Unknown,Blue,54.0,5.0,3,2,11827.0,0,0.921,1395,37,0.609,0.0,
771441558,49.0,M,2,Post-Graduate,Married,$60K - $80K,Blue,37.0,5.0,3,3,2608.0,1589,0.982,2073,47,0.516,0.609,
756409758,44.0,F,2,Graduate,Married,Less than $40K,,37.0,4.0,5,4,3203.0,2076,0.543,1433,38,1.0,0.648,
720009558,33.0,F,2,College,Single,Unknown,Gold,36.0,3.0,1,3,34516.0,1540,1.038,2574,72,0.756,0.045,
778885158,57.0,M,3,Uneducated,Married,$80K - $120K,Blue,38.0,5.0,3,3,2472.0,2457,0.693,1392,33,0.737,0.994,
715543908,52.0,F,3,Uneducated,,Less than $40K,Blue,43.0,4.0,3,3,2147.0,1173,0.653,1352,37,0.37,0.546,
717591483,52.0,F,3,Graduate,Single,Less than $40K,Blue,44.0,4.0,1,3,3416.0,2044,0.994,1924,48,0.92,0.598,
715042608,39.0,F,2,Doctorate,Married,Unknown,,36.0,5.0,2,4,8058.0,791,1.787,2742,42,2.0,0.098,
755959683,50.0,F,5,Unknown,Unknown,Unknown,,43.0,5.0,1,2,3410.0,2281,0.518,1296,31,0.348,0.669,
715367058,43.0,M,3,College,Unknown,$60K - $80K,Blue,37.0,5.0,2,3,19044.0,0,0.721,1780,44,0.76,0.0,
714573258,36.0,M,2,Post-Graduate,Single,$60K - $80K,,30.0,4.0,2,4,1606.0,798,0.59,2229,45,1.045,0.497,
712281183,55.0,M,4,Graduate,Married,$120K +,,36.0,4.0,2,2,24336.0,856,0.459,1425,33,0.65,0.035,
717670758,30.0,F,1,Graduate,,Less than $40K,Blue,20.0,5.0,2,3,5030.0,1327,0.803,2523,71,0.775,0.264,
720666333,36.0,M,3,Unknown,Married,$120K +,Blue,24.0,6.0,3,2,24577.0,0,0.75,1897,39,0.393,0.0,
771556308,26.0,F,0,High School,Single,Less than $40K,Blue,13.0,6.0,3,4,3517.0,1195,0.556,2255,48,0.5,0.34,
708931908,48.0,M,3,High School,Single,$40K - $60K,Blue,36.0,3.0,2,3,7400.0,636,0.972,1568,51,0.5,0.086,
718894233,53.0,F,2,Graduate,,$40K - $60K,Blue,36.0,6.0,2,4,2956.0,1391,0.698,2116,63,0.575,0.471,
771544533,42.0,F,5,High School,,Unknown,,30.0,3.0,1,4,3578.0,0,0.759,1015,36,0.44,0.0,
708927108,53.0,M,2,Graduate,Married,$120K +,Blue,36.0,1.0,3,2,12778.0,507,0.967,1133,28,0.4,0.04,
717831783,58.0,F,2,Uneducated,Married,Less than $40K,Blue,45.0,3.0,3,4,1942.0,1536,0.615,1371,38,0.407,0.791,
709288383,32.0,M,2,Graduate,Divorced,$80K - $120K,,26.0,5.0,1,3,29961.0,789,0.833,2337,69,0.605,0.026,
710813733,48.0,M,4,Uneducated,Married,$60K - $80K,Silver,35.0,5.0,3,4,33791.0,0,0.712,1546,41,0.577,0.0,
721084833,48.0,M,5,High School,Married,$40K - $60K,Silver,34.0,5.0,0,2,17657.0,2018,0.55,1682,39,0.95,0.114,
711258108,54.0,M,1,College,Married,$120K +,Blue,,4.0,3,2,2821.0,2415,0.441,1419,36,0.8,0.856,
710149008,59.0,M,0,High School,Married,Less than $40K,Blue,47.0,6.0,3,4,1479.0,787,0.865,2139,70,0.556,0.532,
711902058,35.0,M,2,Graduate,Married,$60K - $80K,,36.0,3.0,3,2,1438.3,0,1.623,2492,55,0.897,0.0,
716757033,37.0,M,4,Post-Graduate,,$40K - $60K,,27.0,5.0,1,4,6859.0,1766,1.186,3045,56,0.697,0.257,
712688433,36.0,M,3,High School,Divorced,$120K +,Blue,36.0,3.0,2,3,3404.0,1568,1.055,2406,65,0.857,0.461,
713203908,26.0,M,0,Uneducated,Single,$40K - $60K,,15.0,4.0,1,3,2158.0,1695,0.766,1833,27,0.588,0.785,
711772008,35.0,F,3,Graduate,Single,Less than $40K,Blue,22.0,1.0,2,1,1890.0,666,0.691,1483,36,0.5,0.352,
708799983,40.0,M,1,Post-Graduate,Married,$60K - $80K,Blue,36.0,6.0,3,4,18386.0,890,0.361,1698,43,0.483,0.048,
778882758,55.0,F,2,Unknown,,Unknown,Blue,36.0,5.0,5,4,3602.0,2013,0.839,1935,47,1.474,0.559,
709157133,39.0,M,1,Unknown,Divorced,$80K - $120K,Blue,34.0,6.0,1,3,3766.0,1049,0.666,1514,51,0.645,0.279,
741344808,39.0,F,2,Graduate,Married,Less than $40K,,32.0,4.0,2,4,5634.0,2057,1.399,2905,63,0.969,0.365,
739692933,46.0,F,2,Unknown,,$40K - $60K,Blue,29.0,4.0,2,4,3126.0,2517,1.235,1638,41,0.519,0.805,
766429908,49.0,M,2,High School,Unknown,$60K - $80K,Blue,42.0,6.0,1,2,3017.0,786,1.081,1640,37,0.762,0.261,
802087683,32.0,M,0,Post-Graduate,Married,$60K - $80K,Blue,26.0,6.0,2,3,5478.0,1491,1.304,2456,55,0.571,0.272,
712491108,35.0,M,1,Post-Graduate,Married,$80K - $120K,,20.0,6.0,3,4,13046.0,1177,1.214,2601,52,0.733,0.09,
714767508,39.0,M,2,Graduate,Married,$40K - $60K,Blue,31.0,5.0,3,2,8687.0,1146,1.8,2279,33,1.357,0.132,
720376008,53.0,F,2,Graduate,Married,Less than $40K,Blue,40.0,6.0,2,4,6174.0,1421,0.669,2043,52,0.793,0.23,
779126658,26.0,F,0,Graduate,Single,$40K - $60K,Blue,13.0,5.0,1,2,5655.0,0,0.842,2312,61,0.649,0.0,
793222008,32.0,M,0,High School,Married,$60K - $80K,Blue,26.0,5.0,2,3,5397.0,1784,0.904,2056,49,0.633,0.331,
720812433,54.0,M,2,College,Married,$120K +,Blue,46.0,6.0,1,2,28465.0,0,0.696,1693,37,1.056,0.0,
717623583,36.0,F,3,High School,Married,Less than $40K,Blue,27.0,4.0,2,4,3444.0,2441,1.563,2668,51,0.545,0.709,
708878508,45.0,F,3,High School,,Less than $40K,Blue,37.0,4.0,1,3,2104.0,1267,0.677,1732,35,1.059,0.602,
